rank_scope,rank_scope_position,bestseller_rank,rank_delta,trend_score,niche_score,product_id,merchant_id,offer_key,title,brand,seller_name,price,original_price,price_delta_percent,stock_status,sales_signal,sales_signal_days,sales_signal_min,sales_signal_daily_min,rating,review_count,review_delta,question_count,campaigns,delivery_summary,detail_status,detail_age_days,url
ev-yasam:ev-dekorasyon,17,17,-3,70.9,36.2,1130981614,1273236,1130981614:1273236,YAZAL3D 6’lı Fiyonk Tasarımlı Lokumluk Seti –Dekoratif Kahve Yanı Lokum Kasesi | Şık Sunumluk & Hediyelik,YAZAL3D,ElizTosh,171.99,,,InStock,Son 3 günde 250+ ürün satıldı!,3,250,83.3,3.3,,0,55,"[""Kargo Bedava""]",13 saat 50 dakika içinde sipariş verirsen en geç yarın kargoda!,refreshed,0,https://www.trendyol.com/yazal3d/6-li-fiyonk-tasarimli-lokumluk-seti-dekoratif-kahve-yani-lokum-kasesi-sik-sunumluk-hediyelik-p-1130981614?boutiqueId=61&merchantId=1273236
